0,0,0,0,0,0,0
0.01960133156,0.003973386616,0.00002,1,0,0,2
0.03684243976,0.01557673369,0.00004,2,0,0,4
0.04952013689,0.0338785484,0.00006,3,0,0,6
0.05573653675,0.05738848727,0.00008,4,0,0,8
0.05403023059,0.08414709848,0.0001,5,0,0,10
0.04348293054,0.1118446903,0.00012,6,0,0,12
0.02379540001,0.1379629622,0.00014,7,0,0,14
-0.004671923568,0.1599317765,0.00016,8,0,0,16
-0.04089637704,0.1752925736,0.00018,9,0,0,18
-0.08322936731,0.1818594854,0.0002,10,0,0,20
-0.1294702458,0.1778692088,0.00018,11,0,0,22
-0.1769744917,0.1621111633,0.00016,12,0,0,24
-0.2227910759,0.1340303567,0.00014,13,0,0,26
-0.2638222554,0.09379668204,0.00012,14,0,0,28
-0.296997749,0.04233600242,0.0001,15,0,0,30
-0.3194543283,-0.0186797259,0.00008,16,0,0,32
-0.3287113855,-0.08688397469,0.00006,17,0,0,34
-0.3228330299,-0.1593073596,0.00004,18,0,0,36
-0.3005677305,-0.2325059986,0.00002,19,0,0,38
-0.2614574483,-0.3027209981,0,20,0,0,40
-0.205909545,-0.3660618244,0.00002,21,0,0,42
-0.1352264628,-0.4187049125,0.00004,22,0,0,44
-0.05159016239,-0.4570978617,0.00006,23,0,0,46
0.04199951205,-0.4781590122,0.00008,24,0,0,48
0.1418310927,-0.4794621373,0.0001,25,0,0,50
0.2436286691,-0.459396421,0.00012,26,0,0,52
0.342734153,-0.4172928233,0.00014,27,0,0,54
0.434316892,-0.3535093172,0.00016,28,0,0,56
0.5136013198,-0.2694692641,0.00018,29,0,0,58
0.576102172,-0.1676492989,0.0002,30,0,0,60
0.6178561002,-0.05151542975,0.00018,31,0,0,62
0.635638348,0.0745914911,0.00016,32,0,0,64
0.6271535107,0.2056172999,0.00014,33,0,0,66
0.5911902934,0.3359970788,0.00012,34,0,0,68
0.527731578,0.4598906191,0.0001,35,0,0,70
0.4380129465,0.571440862,0.00008,36,0,0,72
0.3245250224,0.6650439909,0.00006,37,0,0,74
0.1909574804,0.7356189507,0.00004,38,0,0,76
0.04208522804,0.7788638094,0.00002,39,0,0,78
-0.116400027,0.7914865973,0,40,0,0,80
-0.278106986,0.7713990565,0.00002,41,0,0,82
-0.4362024695,0.7178630828,0.00004,42,0,0,84
-0.5836992407,0.6315815042,0.00006,43,0,0,86
-0.7137618524,0.5147271297,0.00008,44,0,0,88
-0.8200172357,0.3709066367,0.0001,45,0,0,90
-0.8968561317,0.205058721,0.00012,46,0,0,92
-0.9397114595,0.02328889993,0.00014,47,0,0,94
-0.9453003416,-0.16735371,0.00016,48,0,0,96
-0.9118177467,-0.3591495467,0.00018,49,0,0,98
-0.8390715291,-0.5440211109,0.0002,50,0,0,100
-0.7285509651,-0.7138721813,0.00018,51,0,0,102
-0.5834236277,-0.8609395278,0.00016,52,0,0,104
-0.4084584822,-0.9781419469,0.00014,53,0,0,106
-0.209876299,-1.059411128,0.00012,54,0,0,108
0.004868267787,-1.099989227,0.0001,55,0,0,110
0.2273654475,-1.096679057,0.00008,56,0,0,112
0.4485795876,-1.048034519,0.00006,57,0,0,114
0.6592159705,-0.9544811702,0.00004,58,0,0,116
0.8501103252,-0.8183596,0.00002,59,0,0,118
1.01262475,-0.6438875016,0,60,0,0,120
